Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Score_Numeric,Customer_Segment
CUST0358,63,3,566.0746187295081,3,1,3,313,2.3333333333333335,New Customers
CUST0359,63,2,148.15131037793475,3,1,1,311,1.6666666666666667,New Customers
CUST0360,93,6,1056.49852661981,2,4,5,245,3.6666666666666665,At Risk
CUST0361,154,4,579.6709183725302,1,2,3,123,2.0,About to Sleep
CUST0362,185,4,494.79495528218064,1,2,3,123,2.0,About to Sleep
CUST0363,32,10,1241.987651977116,4,5,5,455,4.666666666666667,Champions
CUST0364,1,6,1083.799102398773,5,4,5,545,4.666666666666667,Champions
CUST0365,124,6,905.887305074009,2,4,5,245,3.6666666666666665,At Risk
CUST0366,1,7,555.0812605908532,5,4,3,543,4.0,Loyal Customers
CUST0367,63,5,549.0904929630118,3,3,3,333,3.0,Loyal Customers
CUST0368,1,4,606.8373024668178,5,2,4,524,3.6666666666666665,Potential Loyalists
CUST0369,154,3,279.23611360802045,1,1,1,111,1.0,About to Sleep
CUST0370,124,4,307.59585847497505,2,2,2,222,2.0,About to Sleep
CUST0371,93,4,271.0094980349767,2,2,1,221,1.6666666666666667,About to Sleep
CUST0372,32,3,230.28493463684399,4,1,1,411,2.0,New Customers
CUST0373,185,3,224.2039655382377,1,1,1,111,1.0,About to Sleep
CUST0374,63,4,491.3642167754088,3,2,3,323,2.6666666666666665,New Customers
CUST0375,93,7,765.7768071036214,2,4,4,244,3.3333333333333335,At Risk
CUST0376,32,7,981.5705454259632,4,4,5,445,4.333333333333333,Champions
CUST0377,63,3,212.0365580332355,3,1,1,311,1.6666666666666667,New Customers
CUST0378,1,6,651.7536220156527,5,4,4,544,4.333333333333333,Champions
CUST0379,32,4,567.2708564152147,4,2,3,423,3.0,Potential Loyalists
CUST0380,124,3,417.1307402292052,2,1,2,212,1.6666666666666667,About to Sleep
CUST0381,32,8,985.0159393133877,4,5,5,455,4.666666666666667,Champions
CUST0382,216,2,379.0781224911283,1,1,2,112,1.3333333333333333,About to Sleep
CUST0383,32,9,896.9543104671415,4,5,5,455,4.666666666666667,Champions
CUST0384,32,9,921.3758154999283,4,5,5,455,4.666666666666667,Champions
CUST0385,93,3,284.7009132559722,2,1,1,211,1.3333333333333333,About to Sleep
CUST0386,32,7,814.2763854574839,4,4,5,445,4.333333333333333,Champions
CUST0387,32,10,1092.4092900902085,4,5,5,455,4.666666666666667,Champions
CUST0388,93,4,567.590001378233,2,2,3,223,2.3333333333333335,About to Sleep
CUST0389,338,2,56.78924104466263,1,1,1,111,1.0,About to Sleep
CUST0390,63,8,705.6041886882961,3,5,4,354,4.0,Loyal Customers
CUST0391,32,7,511.7113954687472,4,4,3,443,3.6666666666666665,Loyal Customers
CUST0392,1,4,466.3125813576752,5,2,3,523,3.3333333333333335,Potential Loyalists
CUST0393,124,5,353.37491627374203,2,3,2,232,2.3333333333333335,At Risk
CUST0395,154,5,319.8822964543545,1,3,2,132,2.0,At Risk
CUST0396,63,6,702.1054438803762,3,4,4,344,3.6666666666666665,Loyal Customers
CUST0397,185,7,688.9026169543886,1,4,4,144,3.0,At Risk
CUST0398,1,8,870.1505679859159,5,5,5,555,5.0,Champions
CUST0399,216,6,489.59110113038594,1,4,3,143,2.6666666666666665,At Risk
CUST0400,93,3,149.09868319872692,2,1,1,211,1.3333333333333333,About to Sleep
CUST0401,154,9,820.6955131435744,1,5,5,155,3.6666666666666665,At Risk
CUST0402,1,5,696.8711395927824,5,3,4,534,4.0,Loyal Customers
CUST0403,154,3,205.0266524104333,1,1,1,111,1.0,About to Sleep
CUST0404,154,5,649.4124646961793,1,3,4,134,2.6666666666666665,At Risk
CUST0405,1,9,1232.757709279476,5,5,5,555,5.0,Champions
CUST0406,124,7,528.0758696126401,2,4,3,243,3.0,At Risk
CUST0407,93,6,939.6151051353386,2,4,5,245,3.6666666666666665,At Risk
CUST0408,1,4,295.85703759515394,5,2,2,522,3.0,New Customers
CUST0409,185,1,29.57847713464825,1,1,1,111,1.0,About to Sleep
CUST0410,1,4,202.36645362599256,5,2,1,521,2.6666666666666665,New Customers
CUST0411,63,1,166.76024922622005,3,1,1,311,1.6666666666666667,New Customers
CUST0412,154,4,546.9706414746455,1,2,3,123,2.0,About to Sleep
CUST0413,32,4,392.385863367541,4,2,2,422,2.6666666666666665,New Customers
CUST0414,154,7,802.6937581879082,1,4,5,145,3.3333333333333335,At Risk
CUST0415,32,3,189.77197644983897,4,1,1,411,2.0,New Customers
CUST0416,63,5,607.2209786055497,3,3,4,334,3.3333333333333335,Loyal Customers
CUST0417,124,1,83.35499718357653,2,1,1,211,1.3333333333333333,About to Sleep
CUST0418,338,2,243.2320809628029,1,1,1,111,1.0,About to Sleep
CUST0419,63,7,1143.5879853178872,3,4,5,345,4.0,Loyal Customers
CUST0420,63,9,854.3399915561928,3,5,5,355,4.333333333333333,Loyal Customers
CUST0421,63,6,550.5157789143946,3,4,3,343,3.3333333333333335,Loyal Customers
CUST0422,1,8,785.9183319607364,5,5,5,555,5.0,Champions
CUST0423,93,3,404.0519460112443,2,1,2,212,1.6666666666666667,About to Sleep
CUST0424,124,2,87.17423410255714,2,1,1,211,1.3333333333333333,About to Sleep
CUST0425,32,8,1055.7803111064175,4,5,5,455,4.666666666666667,Champions
CUST0426,32,2,195.11385415669054,4,1,1,411,2.0,New Customers
CUST0427,1,6,640.3141827730093,5,4,4,544,4.333333333333333,Champions
CUST0428,154,4,386.5310912854645,1,2,2,122,1.6666666666666667,About to Sleep
CUST0429,1,9,723.1128609691406,5,5,4,554,4.666666666666667,Champions
CUST0430,124,2,285.4008347817628,2,1,1,211,1.3333333333333333,About to Sleep
CUST0431,93,4,346.9994441908769,2,2,2,222,2.0,About to Sleep
CUST0432,93,5,948.4438444717582,2,3,5,235,3.3333333333333335,At Risk
CUST0433,63,2,211.82734365931015,3,1,1,311,1.6666666666666667,New Customers
CUST0434,32,4,659.8452317802969,4,2,4,424,3.3333333333333335,Potential Loyalists
CUST0435,1,9,925.007118133566,5,5,5,555,5.0,Champions
CUST0436,1,4,314.55235655363117,5,2,2,522,3.0,New Customers
CUST0437,216,1,50.125736060524936,1,1,1,111,1.0,About to Sleep
CUST0438,32,4,327.68632768436663,4,2,2,422,2.6666666666666665,New Customers
CUST0439,63,3,381.9386955727009,3,1,2,312,2.0,New Customers
CUST0440,63,3,272.9100937773871,3,1,1,311,1.6666666666666667,New Customers
CUST0441,93,4,541.3628880917452,2,2,3,223,2.3333333333333335,About to Sleep
CUST0442,1,8,966.4263739165292,5,5,5,555,5.0,Champions
CUST0443,1,6,825.401322984579,5,4,5,545,4.666666666666667,Champions
CUST0444,1,5,645.0361250071295,5,3,4,534,4.0,Loyal Customers
CUST0445,154,7,642.5276952268764,1,4,4,144,3.0,At Risk
CUST0446,93,4,342.68386546115,2,2,2,222,2.0,About to Sleep
CUST0447,1,8,803.6790747325581,5,5,5,555,5.0,Champions
CUST0448,32,3,550.6705260458292,4,1,3,413,2.6666666666666665,Potential Loyalists
CUST0449,154,5,337.89976214426224,1,3,2,132,2.0,At Risk
CUST0450,1,6,578.5698259286826,5,4,3,543,4.0,Loyal Customers
CUST0451,63,2,65.68744031621806,3,1,1,311,1.6666666666666667,New Customers
CUST0452,32,4,477.8627540453093,4,2,3,423,3.0,Potential Loyalists
CUST0453,93,7,1034.574478290632,2,4,5,245,3.6666666666666665,At Risk
CUST0454,93,5,325.4224617923868,2,3,2,232,2.3333333333333335,At Risk
CUST0455,1,8,1254.9564630220073,5,5,5,555,5.0,Champions
CUST0456,185,6,741.3852127773407,1,4,4,144,3.0,At Risk
CUST0457,63,9,1270.7925837552566,3,5,5,355,4.333333333333333,Loyal Customers
CUST0458,124,2,150.81876430248758,2,1,1,211,1.3333333333333333,About to Sleep
CUST0459,1,7,657.0651546692068,5,4,4,544,4.333333333333333,Champions
CUST0460,1,9,1056.6359085536997,5,5,5,555,5.0,Champions
CUST0461,32,5,634.8627182166866,4,3,4,434,3.6666666666666665,Loyal Customers
CUST0462,124,2,188.40089054496644,2,1,1,211,1.3333333333333333,About to Sleep
CUST0463,93,3,326.4194040563085,2,1,2,212,1.6666666666666667,About to Sleep
CUST0464,1,5,485.5360860352602,5,3,3,533,3.6666666666666665,Loyal Customers
CUST0465,93,6,433.29574185712266,2,4,2,242,2.6666666666666665,At Risk
CUST0466,338,1,112.22456837736014,1,1,1,111,1.0,About to Sleep
CUST0467,32,5,570.9244171990224,4,3,3,433,3.3333333333333335,Loyal Customers
CUST0468,63,4,340.70617644554113,3,2,2,322,2.3333333333333335,New Customers
CUST0469,1,2,145.697846763466,5,1,1,511,2.3333333333333335,New Customers
CUST0470,32,3,235.37182087677223,4,1,1,411,2.0,New Customers
CUST0471,32,12,1138.7214930001483,4,5,5,455,4.666666666666667,Champions
CUST0472,1,4,457.7325846934837,5,2,3,523,3.3333333333333335,Potential Loyalists
CUST0473,246,2,142.19081836332913,1,1,1,111,1.0,About to Sleep
CUST0474,32,4,466.44768328614725,4,2,3,423,3.0,Potential Loyalists
CUST0475,185,3,269.70944609305064,1,1,1,111,1.0,About to Sleep
CUST0476,63,8,617.7751609655563,3,5,4,354,4.0,Loyal Customers
CUST0477,1,6,497.68448906314256,5,4,3,543,4.0,Loyal Customers
CUST0478,1,6,693.8994964387842,5,4,4,544,4.333333333333333,Champions
CUST0479,32,2,314.6648113935249,4,1,2,412,2.3333333333333335,New Customers
CUST0480,1,6,518.9415952316548,5,4,3,543,4.0,Loyal Customers
CUST0481,32,6,559.9727952547477,4,4,3,443,3.6666666666666665,Loyal Customers
CUST0482,216,3,303.5159623554461,1,1,2,112,1.3333333333333333,About to Sleep
CUST0483,93,6,808.4781565497082,2,4,5,245,3.6666666666666665,At Risk
CUST0484,185,2,113.18251268266908,1,1,1,111,1.0,About to Sleep
CUST0485,32,11,1296.6877857952227,4,5,5,455,4.666666666666667,Champions
CUST0486,124,3,300.81767408338453,2,1,2,212,1.6666666666666667,About to Sleep
CUST0487,1,1,25.690972535897583,5,1,1,511,2.3333333333333335,New Customers
CUST0488,124,6,713.2136699681835,2,4,4,244,3.3333333333333335,At Risk
CUST0489,185,6,277.49576273858776,1,4,1,141,2.0,At Risk
CUST0490,93,8,881.7588777489672,2,5,5,255,4.0,At Risk
CUST0491,32,5,478.3583535933416,4,3,3,433,3.3333333333333335,Loyal Customers
CUST0492,32,4,526.192551498692,4,2,3,423,3.0,Potential Loyalists
CUST0493,32,7,517.2769362200071,4,4,3,443,3.6666666666666665,Loyal Customers
CUST0494,32,8,965.4567180494803,4,5,5,455,4.666666666666667,Champions
CUST0495,63,6,544.7454638602148,3,4,3,343,3.3333333333333335,Loyal Customers
CUST0496,1,3,192.9085813726329,5,1,1,511,2.3333333333333335,New Customers
CUST0497,277,5,406.7592269191198,1,3,2,132,2.0,At Risk
CUST0498,1,3,405.44384581004954,5,1,2,512,2.6666666666666665,New Customers
CUST0499,32,8,763.8252381930416,4,5,4,454,4.333333333333333,Champions
CUST0500,63,7,1135.7385299565155,3,4,5,345,4.0,Loyal Customers
CUST0501,32,4,249.6012549113574,4,2,1,421,2.3333333333333335,New Customers
CUST0502,32,4,457.0814145972769,4,2,3,423,3.0,Potential Loyalists
CUST0503,32,7,788.7318724298779,4,4,5,445,4.333333333333333,Champions
CUST0504,154,5,438.4585012382953,1,3,2,132,2.0,At Risk
CUST0505,93,6,930.1215327868122,2,4,5,245,3.6666666666666665,At Risk
CUST0506,63,3,530.867623620491,3,1,3,313,2.3333333333333335,New Customers
CUST0507,63,2,106.70222938704924,3,1,1,311,1.6666666666666667,New Customers
CUST0508,32,7,507.4307678495985,4,4,3,443,3.6666666666666665,Loyal Customers
CUST0509,154,6,581.1025163252914,1,4,3,143,2.6666666666666665,At Risk
CUST0510,124,4,325.6062024902198,2,2,2,222,2.0,About to Sleep
CUST0511,216,5,618.3884407694959,1,3,4,134,2.6666666666666665,At Risk
CUST0512,154,2,145.2724289481026,1,1,1,111,1.0,About to Sleep
CUST0513,32,5,871.9895773407608,4,3,5,435,4.0,Loyal Customers
CUST0514,154,3,346.82478178968967,1,1,2,112,1.3333333333333333,About to Sleep
CUST0515,32,6,433.48363837319573,4,4,2,442,3.3333333333333335,Promising
CUST0516,1,9,1081.8455716669462,5,5,5,555,5.0,Champions
CUST0517,154,5,859.5886593028589,1,3,5,135,3.0,At Risk
CUST0518,32,6,639.3578642158689,4,4,4,444,4.0,Champions
CUST0519,124,4,438.20344822641596,2,2,2,222,2.0,About to Sleep
CUST0520,1,9,807.8837351868087,5,5,5,555,5.0,Champions
CUST0521,32,8,733.1029330743479,4,5,4,454,4.333333333333333,Champions
CUST0522,1,4,448.6931417392787,5,2,3,523,3.3333333333333335,Potential Loyalists
CUST0523,1,4,406.6243328725819,5,2,2,522,3.0,New Customers
CUST0524,1,5,365.39176996268577,5,3,2,532,3.3333333333333335,Promising
CUST0525,1,6,489.6206073821293,5,4,3,543,4.0,Loyal Customers
CUST0526,93,6,682.0346557138428,2,4,4,244,3.3333333333333335,At Risk
CUST0527,63,3,332.01329785942715,3,1,2,312,2.0,New Customers
CUST0528,32,5,636.6413170543269,4,3,4,434,3.6666666666666665,Loyal Customers
CUST0529,1,4,373.7495688085707,5,2,2,522,3.0,New Customers
CUST0530,1,5,431.1109187918842,5,3,2,532,3.3333333333333335,Promising
CUST0531,1,3,516.5008383958207,5,1,3,513,3.0,Potential Loyalists
CUST0532,32,6,652.4220017887206,4,4,4,444,4.0,Champions
CUST0533,32,4,174.31201237048572,4,2,1,421,2.3333333333333335,New Customers
CUST0534,93,5,379.27041251053095,2,3,2,232,2.3333333333333335,At Risk
CUST0535,1,4,243.2062677337958,5,2,1,521,2.6666666666666665,New Customers
CUST0536,32,4,348.3739978013931,4,2,2,422,2.6666666666666665,New Customers
CUST0537,1,7,801.142309009429,5,4,5,545,4.666666666666667,Champions
CUST0538,1,6,596.5822225356725,5,4,4,544,4.333333333333333,Champions
CUST0540,63,8,640.6278218556062,3,5,4,354,4.0,Loyal Customers
CUST0541,154,4,500.0205100638011,1,2,3,123,2.0,About to Sleep
CUST0542,32,7,877.2400935961354,4,4,5,445,4.333333333333333,Champions
CUST0543,93,3,265.59916674822875,2,1,1,211,1.3333333333333333,About to Sleep
CUST0544,1,4,375.9964029982873,5,2,2,522,3.0,New Customers
CUST0546,1,10,1292.8077033177926,5,5,5,555,5.0,Champions
CUST0547,1,5,404.7086328483105,5,3,2,532,3.3333333333333335,Promising
CUST0548,32,4,353.73295974044004,4,2,2,422,2.6666666666666665,New Customers
CUST0549,32,4,419.3914804025193,4,2,2,422,2.6666666666666665,New Customers
CUST0550,32,5,645.9272699414663,4,3,4,434,3.6666666666666665,Loyal Customers
CUST0551,32,4,774.5825318317268,4,2,5,425,3.6666666666666665,Potential Loyalists
CUST0552,93,3,432.7815366701949,2,1,2,212,1.6666666666666667,About to Sleep
CUST0553,1,6,671.6387111107836,5,4,4,544,4.333333333333333,Champions
CUST0554,32,7,909.6122709105908,4,4,5,445,4.333333333333333,Champions
CUST0555,185,2,352.67257992939767,1,1,2,112,1.3333333333333333,About to Sleep
CUST0556,1,4,457.33236877930824,5,2,3,523,3.3333333333333335,Potential Loyalists
CUST0557,1,8,926.3304891877019,5,5,5,555,5.0,Champions
CUST0558,1,4,315.06793292367985,5,2,2,522,3.0,New Customers
CUST0559,1,11,1328.0015761624263,5,5,5,555,5.0,Champions
CUST0560,154,7,702.6036865115551,1,4,4,144,3.0,At Risk
CUST0561,1,7,683.5486670707406,5,4,4,544,4.333333333333333,Champions
CUST0562,32,1,117.897502203069,4,1,1,411,2.0,New Customers
CUST0563,63,7,670.0584111212497,3,4,4,344,3.6666666666666665,Loyal Customers
CUST0564,124,5,468.8245730603028,2,3,3,233,2.6666666666666665,At Risk
CUST0565,1,4,420.4813544224269,5,2,2,522,3.0,New Customers
CUST0566,32,6,711.1894218575104,4,4,4,444,4.0,Champions
CUST0567,1,5,841.8727235958225,5,3,5,535,4.333333333333333,Loyal Customers
CUST0568,124,2,329.3743266100762,2,1,2,212,1.6666666666666667,About to Sleep
CUST0569,32,5,422.29679477968773,4,3,2,432,3.0,Promising
CUST0570,93,6,614.7636137407512,2,4,4,244,3.3333333333333335,At Risk
CUST0571,93,5,629.868290283187,2,3,4,234,3.0,At Risk
CUST0572,32,4,272.49495632496865,4,2,1,421,2.3333333333333335,New Customers
CUST0573,93,5,347.10391316616324,2,3,2,232,2.3333333333333335,At Risk
CUST0574,1,6,681.2280682088947,5,4,4,544,4.333333333333333,Champions
CUST0575,32,9,1063.822269780309,4,5,5,455,4.666666666666667,Champions
CUST0576,1,4,406.2654616220303,5,2,2,522,3.0,New Customers
CUST0577,185,2,338.3202149963229,1,1,2,112,1.3333333333333333,About to Sleep
CUST0578,93,5,635.7386477980225,2,3,4,234,3.0,At Risk
CUST0579,32,5,536.5704469504162,4,3,3,433,3.3333333333333335,Loyal Customers
CUST0580,63,4,477.7318187108664,3,2,3,323,2.6666666666666665,New Customers
CUST0581,1,6,720.3316292084027,5,4,4,544,4.333333333333333,Champions
CUST0582,32,6,829.0434770882796,4,4,5,445,4.333333333333333,Champions
CUST0583,32,5,624.4810479337875,4,3,4,434,3.6666666666666665,Loyal Customers
CUST0584,1,5,544.2348391917351,5,3,3,533,3.6666666666666665,Loyal Customers
CUST0585,93,3,230.88901790113326,2,1,1,211,1.3333333333333333,About to Sleep
CUST0586,1,4,395.37662751712014,5,2,2,522,3.0,New Customers
CUST0587,246,2,188.3150684847144,1,1,1,111,1.0,About to Sleep
CUST0588,1,11,1139.1838555021266,5,5,5,555,5.0,Champions
CUST0589,63,7,886.4842126855532,3,4,5,345,4.0,Loyal Customers
CUST0590,32,4,601.0562000832762,4,2,4,424,3.3333333333333335,Potential Loyalists
CUST0591,93,2,307.2007283197048,2,1,2,212,1.6666666666666667,About to Sleep
CUST0592,63,3,547.981488796215,3,1,3,313,2.3333333333333335,New Customers
CUST0593,32,7,638.8083025576192,4,4,4,444,4.0,Champions
CUST0594,32,7,542.3361792952232,4,4,3,443,3.6666666666666665,Loyal Customers
CUST0595,32,4,364.35599746299573,4,2,2,422,2.6666666666666665,New Customers
CUST0596,1,6,531.8523918684707,5,4,3,543,4.0,Loyal Customers
CUST0597,32,4,309.7925875374933,4,2,2,422,2.6666666666666665,New Customers
CUST0598,63,8,1236.466410681331,3,5,5,355,4.333333333333333,Loyal Customers
CUST0599,32,3,270.9124813262532,4,1,1,411,2.0,New Customers
CUST0600,32,2,124.73792778246582,4,1,1,411,2.0,New Customers
CUST0601,63,5,468.80825083935144,3,3,3,333,3.0,Loyal Customers
CUST0602,93,5,639.5780476834838,2,3,4,234,3.0,At Risk
CUST0603,154,1,113.88384327930848,1,1,1,111,1.0,About to Sleep
CUST0604,216,4,482.7390269945653,1,2,3,123,2.0,About to Sleep
CUST0605,63,5,684.3587926798753,3,3,4,334,3.3333333333333335,Loyal Customers
CUST0606,63,4,665.9599923487189,3,2,4,324,3.0,New Customers
CUST0607,63,5,633.030658089851,3,3,4,334,3.3333333333333335,Loyal Customers
CUST0608,32,8,650.942373039579,4,5,4,454,4.333333333333333,Champions
CUST0609,1,4,560.0647296818784,5,2,3,523,3.3333333333333335,Potential Loyalists
CUST0610,1,9,900.6205395936929,5,5,5,555,5.0,Champions
CUST0611,32,6,438.38937246033834,4,4,2,442,3.3333333333333335,Promising
CUST0612,32,4,537.3154371232833,4,2,3,423,3.0,Potential Loyalists
CUST0613,63,8,1105.366929749492,3,5,5,355,4.333333333333333,Loyal Customers
CUST0614,124,4,320.6269748272444,2,2,2,222,2.0,About to Sleep
CUST0615,63,5,321.2054294580038,3,3,2,332,2.6666666666666665,Promising
CUST0616,32,6,560.3448720833618,4,4,3,443,3.6666666666666665,Loyal Customers
CUST0617,32,3,206.68656622141143,4,1,1,411,2.0,New Customers
CUST0618,63,8,1035.0029813614065,3,5,5,355,4.333333333333333,Loyal Customers
CUST0619,1,4,575.5893107692727,5,2,3,523,3.3333333333333335,Potential Loyalists
CUST0620,1,9,1111.9438899243394,5,5,5,555,5.0,Champions
CUST0621,32,5,861.8213301356396,4,3,5,435,4.0,Loyal Customers
CUST0622,1,4,347.7437487530195,5,2,2,522,3.0,New Customers
CUST0623,32,5,496.45009976866186,4,3,3,433,3.3333333333333335,Loyal Customers
CUST0624,93,6,682.9299152241807,2,4,4,244,3.3333333333333335,At Risk
CUST0625,32,5,547.2996152463667,4,3,3,433,3.3333333333333335,Loyal Customers
CUST0626,397,1,149.7665923512953,1,1,1,111,1.0,About to Sleep
CUST0627,63,4,644.9209704666289,3,2,4,324,3.0,New Customers
CUST0628,93,8,1033.3866588034714,2,5,5,255,4.0,At Risk
CUST0629,32,7,626.6531145156284,4,4,4,444,4.0,Champions
CUST0630,93,6,354.47233637563204,2,4,2,242,2.6666666666666665,At Risk
CUST0631,1,4,573.6723117408769,5,2,3,523,3.3333333333333335,Potential Loyalists
CUST0632,154,5,732.0554940993044,1,3,4,134,2.6666666666666665,At Risk
CUST0633,185,4,401.97011484324383,1,2,2,122,1.6666666666666667,About to Sleep
CUST0634,1,8,900.7315346741575,5,5,5,555,5.0,Champions
CUST0635,154,3,295.76113152758376,1,1,2,112,1.3333333333333333,About to Sleep
CUST0636,1,2,196.36569306475224,5,1,1,511,2.3333333333333335,New Customers
CUST0637,1,5,547.4031582938406,5,3,3,533,3.6666666666666665,Loyal Customers
CUST0638,93,4,410.20711496245474,2,2,2,222,2.0,About to Sleep
CUST0639,1,8,831.0271030594772,5,5,5,555,5.0,Champions
CUST0640,124,5,501.88938955229173,2,3,3,233,2.6666666666666665,At Risk
CUST0641,63,3,482.7623603469235,3,1,3,313,2.3333333333333335,New Customers
CUST0642,1,4,623.6660508080474,5,2,4,524,3.6666666666666665,Potential Loyalists
CUST0643,1,3,228.55465839147593,5,1,1,511,2.3333333333333335,New Customers
CUST0644,63,5,567.2115647320967,3,3,3,333,3.0,Loyal Customers
CUST0645,154,3,314.25185299490914,1,1,2,112,1.3333333333333333,About to Sleep
CUST0646,32,8,910.8228686653171,4,5,5,455,4.666666666666667,Champions
CUST0647,1,4,431.2284496623416,5,2,2,522,3.0,New Customers
CUST0648,216,3,212.71516726414853,1,1,1,111,1.0,About to Sleep
CUST0649,32,7,934.1987250924167,4,4,5,445,4.333333333333333,Champions
CUST0650,63,5,451.2278247582537,3,3,3,333,3.0,Loyal Customers
CUST0651,124,2,232.0107569436172,2,1,1,211,1.3333333333333333,About to Sleep
CUST0652,1,4,374.3863254836672,5,2,2,522,3.0,New Customers
CUST0653,32,6,788.5348082556518,4,4,5,445,4.333333333333333,Champions
CUST0654,124,4,383.34146701504375,2,2,2,222,2.0,About to Sleep
CUST0655,93,2,194.05439826362058,2,1,1,211,1.3333333333333333,About to Sleep
CUST0656,93,4,533.7213505377439,2,2,3,223,2.3333333333333335,About to Sleep
CUST0657,1,6,579.0996072730064,5,4,3,543,4.0,Loyal Customers
CUST0658,32,6,752.1213775584393,4,4,4,444,4.0,Champions
CUST0659,32,5,611.3786074273748,4,3,4,434,3.6666666666666665,Loyal Customers
CUST0660,124,5,458.87434043868575,2,3,3,233,2.6666666666666665,At Risk
CUST0661,1,13,1096.2626795342362,5,5,5,555,5.0,Champions
CUST0662,63,11,1101.029512794404,3,5,5,355,4.333333333333333,Loyal Customers
CUST0663,32,7,917.706671969143,4,4,5,445,4.333333333333333,Champions
CUST0664,246,6,489.7713877477068,1,4,3,143,2.6666666666666665,At Risk
CUST0665,32,4,519.2438211765154,4,2,3,423,3.0,Potential Loyalists
CUST0666,1,7,815.6467714428541,5,4,5,545,4.666666666666667,Champions
CUST0667,1,4,397.05145994974487,5,2,2,522,3.0,New Customers
CUST0668,124,4,382.96257639961743,2,2,2,222,2.0,About to Sleep
CUST0669,32,3,219.26700600056242,4,1,1,411,2.0,New Customers
CUST0670,1,6,532.6031260468624,5,4,3,543,4.0,Loyal Customers
CUST0671,154,1,204.6374166218164,1,1,1,111,1.0,About to Sleep
CUST0672,154,8,986.2622735439804,1,5,5,155,3.6666666666666665,At Risk
CUST0673,63,4,492.16614972961133,3,2,3,323,2.6666666666666665,New Customers
CUST0674,1,8,1104.4785167261982,5,5,5,555,5.0,Champions
CUST0675,93,3,512.579569617053,2,1,3,213,2.0,About to Sleep
CUST0676,246,4,351.23020262910376,1,2,2,122,1.6666666666666667,About to Sleep
CUST0677,366,1,35.824777015598144,1,1,1,111,1.0,About to Sleep
CUST0678,93,3,406.971104099302,2,1,2,212,1.6666666666666667,About to Sleep
CUST0679,1,4,421.33796411058864,5,2,2,522,3.0,New Customers
CUST0680,63,4,395.9069413747692,3,2,2,322,2.3333333333333335,New Customers
CUST0681,32,5,499.91849119851054,4,3,3,433,3.3333333333333335,Loyal Customers
CUST0682,63,5,452.3635003025886,3,3,3,333,3.0,Loyal Customers
CUST0683,124,3,312.9618158483857,2,1,2,212,1.6666666666666667,About to Sleep
CUST0684,397,2,185.5999228206773,1,1,1,111,1.0,About to Sleep
CUST0685,63,11,1552.5855404899075,3,5,5,355,4.333333333333333,Loyal Customers
CUST0686,32,5,578.226633195755,4,3,3,433,3.3333333333333335,Loyal Customers
CUST0687,1,5,563.6173756206446,5,3,3,533,3.6666666666666665,Loyal Customers
CUST0688,32,7,824.7522275327675,4,4,5,445,4.333333333333333,Champions
CUST0689,338,3,314.82999467963964,1,1,2,112,1.3333333333333333,About to Sleep
CUST0690,32,8,773.4515269761869,4,5,5,455,4.666666666666667,Champions
CUST0691,32,5,560.0308882522485,4,3,3,433,3.3333333333333335,Loyal Customers
CUST0692,63,3,305.0908021500403,3,1,2,312,2.0,New Customers
CUST0693,32,6,447.46374063583664,4,4,3,443,3.6666666666666665,Loyal Customers
CUST0694,32,4,545.6939844446842,4,2,3,423,3.0,Potential Loyalists
CUST0695,1,5,625.1993236202279,5,3,4,534,4.0,Loyal Customers
CUST0696,185,3,374.77823210669925,1,1,2,112,1.3333333333333333,About to Sleep
CUST0697,338,2,139.6518257701079,1,1,1,111,1.0,About to Sleep
CUST0698,32,7,956.6698542963844,4,4,5,445,4.333333333333333,Champions
CUST0699,63,7,843.9028709116425,3,4,5,345,4.0,Loyal Customers
CUST0700,124,10,876.1136928382869,2,5,5,255,4.0,At Risk
CUST0701,185,3,383.68608980238844,1,1,2,112,1.3333333333333333,About to Sleep
CUST0702,32,6,415.25196824641785,4,4,2,442,3.3333333333333335,Promising
CUST0703,93,6,1066.0082862577347,2,4,5,245,3.6666666666666665,At Risk
CUST0704,32,7,554.5959524662139,4,4,3,443,3.6666666666666665,Loyal Customers
CUST0705,63,3,458.8140540388986,3,1,3,313,2.3333333333333335,New Customers
CUST0706,63,1,190.5500189794859,3,1,1,311,1.6666666666666667,New Customers
CUST0707,185,2,181.96404469177577,1,1,1,111,1.0,About to Sleep
CUST0708,32,2,202.08332049337608,4,1,1,411,2.0,New Customers
CUST0709,32,8,653.4030590392314,4,5,4,454,4.333333333333333,Champions
CUST0710,32,8,1253.9870889163872,4,5,5,455,4.666666666666667,Champions
CUST0711,93,3,561.0112398762312,2,1,3,213,2.0,About to Sleep
CUST0712,1,3,268.54915457876996,5,1,1,511,2.3333333333333335,New Customers
CUST0713,216,2,79.76850313573571,1,1,1,111,1.0,About to Sleep
CUST0714,93,10,1213.8437096032558,2,5,5,255,4.0,At Risk
CUST0715,1,5,441.34816683348396,5,3,3,533,3.6666666666666665,Loyal Customers
CUST0716,154,5,752.5668647597402,1,3,4,134,2.6666666666666665,At Risk
CUST0717,93,3,262.35406391437357,2,1,1,211,1.3333333333333333,About to Sleep
CUST0718,32,5,721.9682272858186,4,3,4,434,3.6666666666666665,Loyal Customers
